No,Wisata,Kategori,Lokasi,Tarif,Rating,Experience
999,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,0,4.6,Relaksasi
939,Taman Buah Surabaya,Taman Hiburan,Surabaya,15000,4.1,Relaksasi
549,Jalan Braga,Budaya,Bandung,50000,4.7,Belanja
543,Pantai Sanglen,Bahari,Yogyakarta,75000,4.5,Camping
235,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,0,5.0,Relaksasi
691,Peta Park,Taman Hiburan,Bandung,15000,4.3,Adrenalin
455,Pantai Parangtritis,Bahari,Yogyakarta,100000,4.5,Kuliner
860,Air Terjun Kali Pancur,Cagar Alam,Semarang,25000,4.1,Aktivitas Air
370,Goa Rancang Kencono,Cagar Alam,Yogyakarta,10000,4.3,Relaksasi
738,Sanghyang Heuleut,Cagar Alam,Bandung,10000,4.4,Relaksasi
822,Taman Kasmaran,Taman Hiburan,Semarang,3000,4.5,Adrenalin
283,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,10000,4.5,Fotografi
783,Bukit Jamur,Cagar Alam,Bandung,10000,4.2,Fotografi
984,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,4.4,Edukasi
419,Pintoe Langit Dahromo,Cagar Alam,Yogyakarta,20000,4.4,Fotografi
688,Curug Cipanas,Cagar Alam,Bandung,10000,3.9,Fotografi
488,Pantai Nguluran,Bahari,Yogyakarta,15000,4.1,Relaksasi
533,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,20000,4.5,Kuliner
292,Bukit Panguk Kediwung,Budaya,Yogyakarta,20000,4.5,Fotografi
168,Museum Basoeki Abdullah,Budaya,Jakarta,10000,4.5,Relaksasi
940,Taman Pelangi,Taman Hiburan,Surabaya,0,4.5,Adrenalin
725,Taman Badak,Taman Hiburan,Bandung,0,4.5,Relaksasi
385,Pantai Kukup,Bahari,Yogyakarta,10000,4.0,Aktivitas Air
165,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,10000,4.7,Edukasi
899,Goa Rong,Cagar Alam,Semarang,10000,4.3,Fotografi
488,Pantai Nguluran,Bahari,Yogyakarta,15000,4.1,Relaksasi
221,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,15000,4.6,Aktivitas Air
468,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,20000,4.1,Edukasi
93,Pasar Taman Puring,Pusat Perbelanjaan,Jakarta,300000,4.4,Belanja
18,Taman Impian Jaya Ancol,Taman Hiburan,Jakarta,200000,4.5,Kuliner
964,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7,Spiritualitas
922,Durian Gardens and Tourism Education Watu Simbar,Cagar Alam,Semarang,30000,4.1,Edukasi
638,Taman Lansia,Taman Hiburan,Bandung,0,4.4,Adrenalin
135,Jakarta Planetarium,Taman Hiburan,Jakarta,0,4.1,Edukasi
120,Pulau Semak Daun,Bahari,Jakarta,150000,4.0,Camping
384,Pantai Patihan,Bahari,Yogyakarta,60000,4.1,Kuliner
835,Pura Giri Natha,Budaya,Semarang,10000,4.7,Fotografi
735,Gunung Lalakon,Cagar Alam,Bandung,50000,4.8,Camping
811,Grand Maerakaca,Taman Hiburan,Semarang,20000,4.4,Relaksasi
981,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7,Fotografi
483,Pantai Siung,Bahari,Yogyakarta,100000,4.6,Adrenalin
705,Pasar Baru,Pusat Perbelanjaan,Bandung,0,4.3,Belanja
591,Rabbit Town,Taman Hiburan,Bandung,45000,4.0,Adrenalin
314,Gumuk Pasir Parangkusumo,Taman Hiburan,Yogyakarta,150000,4.5,Aktivitas Air
652,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,Fotografi
147,Pantai Ancol,Bahari,Jakarta,50000,4.4,Relaksasi
751,Sungai Palayangan,Cagar Alam,Bandung,5000,4.6,Fotografi
457,Goa Pindul,Cagar Alam,Yogyakarta,100000,4.5,Adrenalin
277,The Lost World Castle,Taman Hiburan,Yogyakarta,50000,4.3,Relaksasi
952,Surabaya North Quay,Taman Hiburan,Surabaya,50000,4.4,Adrenalin
384,Pantai Patihan,Bahari,Yogyakarta,60000,4.1,Kuliner
135,Jakarta Planetarium,Taman Hiburan,Jakarta,0,4.1,Edukasi
176,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,0,4.4,Relaksasi
377,Wisata Kraton Jogja,Budaya,Yogyakarta,20000,4.7,Edukasi
603,Amazing Art World,Budaya,Bandung,75000,4.5,Edukasi
202,Plaza Indonesia,Pusat Perbelanjaan,Jakarta,1000000,4.7,Belanja
688,Curug Cipanas,Cagar Alam,Bandung,10000,3.9,Fotografi
249,Kampung Wisata Sosro Menduran,Budaya,Yogyakarta,50000,4.0,Kuliner
921,Durian Gardens and Tourism Education Watu Simbar,Cagar Alam,Semarang,10000,4.1,Fotografi
708,Taman Sejarah Bandung,Budaya,Bandung,0,4.6,Fotografi
1001,House of Sampoerna,Budaya,Surabaya,0,4.6,Relaksasi
961,Rumah Batik,Budaya,Surabaya,0,4.5,Fotografi
86,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,100000,4.3,Aktivitas Air
699,Tektona Waterpark,Taman Hiburan,Bandung,60000,3.8,Adrenalin
164,Museum Kebangkitan Nasional,Budaya,Jakarta,5000,4.7,Fotografi
516,Pantai Sedahan,Bahari,Yogyakarta,10000,4.5,Camping
912,Air Terjun Semirang,Cagar Alam,Semarang,9000,4.4,Relaksasi
201,Plaza Indonesia,Pusat Perbelanjaan,Jakarta,500000,4.7,Kuliner
579,Dago Dreampark,Taman Hiburan,Bandung,20000,4.2,Fotografi
254,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,50000,4.7,Kuliner
752,Perkebunan Teh Malabar,Cagar Alam,Bandung,5000,4.4,Relaksasi
162,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,50000,4.5,Relaksasi
1003,Atlantis Land Surabaya,Taman Hiburan,Surabaya,55000,4.4,Relaksasi
679,Taman Vanda,Taman Hiburan,Bandung,0,4.3,Adrenalin
354,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,100000,4.5,Hiking
50,Museum Bank Indonesia,Budaya,Jakarta,10000,4.7,Edukasi
293,Candi Prambanan,Budaya,Yogyakarta,100000,4.7,Edukasi
174,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,500000,4.4,Belanja
365,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,20000,4.5,Relaksasi
285,The World Landmarks - Merapi Park Yogyakarta,Taman Hiburan,Yogyakarta,10000,4.2,Relaksasi
254,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,50000,4.7,Kuliner
818,Desa Wisata Lembah Kalipancur,Taman Hiburan,Semarang,0,3.9,Adrenalin
865,Danau Rawa Pening,Cagar Alam,Semarang,20000,4.4,Fotografi
207,Alive Museum Ancol,Taman Hiburan,Jakarta,150000,4.3,Seni
46,Jembatan Kota Intan,Budaya,Jakarta,15000,4.3,Fotografi
607,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6,Adrenalin
783,Bukit Jamur,Cagar Alam,Bandung,10000,4.2,Fotografi
175,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,80000,4.4,Kuliner
210,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,0,4.6,Relaksasi
570,Dusun Bambu,Taman Hiburan,Bandung,25000,4.5,Adrenalin
388,Pantai Kukup,Bahari,Yogyakarta,10000,4.0,Relaksasi
876,Kampoeng Rawa,Cagar Alam,Semarang,3000,4.5,Relaksasi
128,Galeri Indonesia Kaya,Budaya,Jakarta,200000,4.8,Kuliner
641,Kampoeng Tulip,Taman Hiburan,Bandung,10000,3.8,Fotografi
197,Hutan Kota Srengseng,Taman Hiburan,Jakarta,0,4.3,Relaksasi
618,Lawangwangi Creative Space,Taman Hiburan,Bandung,0,4.4,Relaksasi
882,Wisata Eling Bening,Cagar Alam,Semarang,25000,4.3,Relaksasi
491,Pantai Samas,Bahari,Yogyakarta,100000,4.0,Aktivitas Air
224,Situs Warungboto,Taman Hiburan,Yogyakarta,0,4.4,Edukasi
130,Museum Joang 45,Budaya,Jakarta,10000,4.0,Fotografi
887,Museum Kereta Ambarawa,Budaya,Semarang,5000,4.5,Fotografi
615,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,7000,4.4,Adrenalin
674,Sudut Pandang Bandung,Taman Hiburan,Bandung,10000,4.6,Fotografi
768,Curug Luhur Waterfall,Cagar Alam,Bandung,5000,4.2,Relaksasi
955,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,15000,4.4,Fotografi
6,Kota Tua,Budaya,Jakarta,0,4.6,Relaksasi
626,Jendela Alam,Taman Hiburan,Bandung,20000,4.4,Adrenalin
620,Curug Dago,Cagar Alam,Bandung,0,4.0,Fotografi
379,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,10000,4.4,Relaksasi
283,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,10000,4.5,Fotografi
330,Puncak Kebun Buah Mangunan,Taman Hiburan,Yogyakarta,50000,4.6,Kuliner
1019,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8,Edukasi
283,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,10000,4.5,Fotografi
41,Pulau Pelangi,Bahari,Jakarta,50000,4.8,Relaksasi
39,Pulau Pramuka,Bahari,Jakarta,150000,4.2,Kuliner
446,Pantai Nglambor,Bahari,Yogyakarta,20000,4.4,Relaksasi
424,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,20000,4.5,Edukasi
154,Taman Ayodya,Taman Hiburan,Jakarta,0,4.4,Olahraga
198,Taman Spathodea,Taman Hiburan,Jakarta,0,4.6,Relaksasi
409,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,30000,4.4,Kuliner
315,Gumuk Pasir Parangkusumo,Taman Hiburan,Yogyakarta,0,4.5,Relaksasi
602,Gunung Papandayan,Cagar Alam,Bandung,100000,4.6,Camping
985,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,5000,4.4,Fotografi
675,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,7500,4.5,Relaksasi
306,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,0,4.6,Relaksasi
134,Jakarta Planetarium,Taman Hiburan,Jakarta,150000,4.1,Belanja
528,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,105000,4.4,Adrenalin
940,Taman Pelangi,Taman Hiburan,Surabaya,0,4.5,Adrenalin
983,Surabaya Museum (Gedung Siola),Budaya,Surabaya,2000,4.5,Relaksasi
482,Pantai Siung,Bahari,Yogyakarta,15000,4.6,Relaksasi
38,Pulau Pramuka,Bahari,Jakarta,50000,4.2,Relaksasi
253,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,0,4.7,Relaksasi
376,Wisata Kraton Jogja,Budaya,Yogyakarta,20000,4.7,Relaksasi
113,The Escape Hunt,Taman Hiburan,Jakarta,250000,4.4,Adrenalin
1009,Museum Mpu Tantular,Budaya,Surabaya,5000,4.4,Relaksasi
343,Jogja Exotarium,Taman Hiburan,Yogyakarta,20000,4.4,Edukasi
994,Balai Kota Surabaya,Budaya,Surabaya,0,4.7,Edukasi
923,Flower Farm Setiya Aji,Cagar Alam,Semarang,7500,4.1,Relaksasi
92,Taman Suropati,Taman Hiburan,Jakarta,50000,4.6,Kuliner
288,Lava Bantal,Budaya,Yogyakarta,20000,4.4,Relaksasi
792,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,15000,4.4,Adrenalin
963,Ciputra Waterpark,Taman Hiburan,Surabaya,100000,4.3,Aktivitas Air
33,Pulau Bidadari,Bahari,Jakarta,500000,4.6,Fotografi
263,Bangsal Pagelaran,Budaya,Yogyakarta,0,4.6,Relaksasi
952,Surabaya North Quay,Taman Hiburan,Surabaya,50000,4.4,Adrenalin
707,Taman Sejarah Bandung,Budaya,Bandung,0,4.6,Edukasi
857,Taman Bunga Celosia,Cagar Alam,Semarang,25000,4.3,Relaksasi
633,NuArt Sculpture Park,Taman Hiburan,Bandung,35000,4.7,Seni
374,Goa Cerme,Cagar Alam,Yogyakarta,30000,4.4,Aktivitas Air
713,Masjid Salman ITB,Tempat Ibadah,Bandung,0,4.8,Spiritualitas
350,Bendung Lepen,Taman Hiburan,Yogyakarta,0,4.6,Piknik
41,Pulau Pelangi,Bahari,Jakarta,50000,4.8,Relaksasi
10,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,10000,4.5,Relaksasi
976,Klenteng Sanggar Agung,Budaya,Surabaya,10000,4.5,Edukasi
360,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,50000,4.6,Kuliner
367,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,25000,4.5,Seni
505,Pantai Jogan,Bahari,Yogyakarta,15000,4.4,Aktivitas Air
413,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,10000,4.7,Hiking
19,Kebun Binatang Ragunan,Cagar Alam,Jakarta,25000,4.5,Relaksasi
161,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,100000,4.5,Adrenalin
1001,House of Sampoerna,Budaya,Surabaya,0,4.6,Relaksasi
318,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,0,4.5,Fotografi
493,Pantai Samas,Bahari,Yogyakarta,50000,4.0,Kuliner
448,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,50000,4.5,Kuliner
157,Museum Tekstil,Budaya,Jakarta,15000,4.5,Edukasi
444,Pantai Nglambor,Bahari,Yogyakarta,100000,4.4,Aktivitas Air
960,Rumah Batik,Budaya,Surabaya,0,4.5,Edukasi
362,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6,Relaksasi
228,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,20000,4.7,Belanja
783,Bukit Jamur,Cagar Alam,Bandung,10000,4.2,Fotografi
134,Jakarta Planetarium,Taman Hiburan,Jakarta,150000,4.1,Belanja
96,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,500000,4.7,Relaksasi
849,Umbul Sidomukti,Cagar Alam,Semarang,75000,4.6,Relaksasi
675,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,7500,4.5,Relaksasi
319,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,50000,4.5,Kuliner
1004,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,5000,4.2,Adrenalin
4,Kota Tua,Budaya,jakarta,100000,4.6,Kuliner
55,Museum Taman Prasasti,Budaya,Jakarta,15000,4.5,Edukasi
476,Pantai Krakal,Bahari,Yogyakarta,15000,4.5,Relaksasi
689,Taman Jomblo,Taman Hiburan,Bandung,10000,4.1,Adrenalin
57,Museum Taman Prasasti,Budaya,Jakarta,100000,4.5,Belanja
506,Pantai Jogan,Bahari,Yogyakarta,15000,4.4,Relaksasi
263,Bangsal Pagelaran,Budaya,Yogyakarta,0,4.6,Relaksasi
481,Pantai Glagah,Bahari,Yogyakarta,50000,4.4,Kuliner
19,Kebun Binatang Ragunan,Cagar Alam,Jakarta,25000,4.5,Relaksasi
737,Sendang Geulis Kahuripan,Cagar Alam,Bandung,25000,4.3,Fotografi
859,Air Terjun Kali Pancur,Cagar Alam,Semarang,5000,4.1,Relaksasi
620,Curug Dago,Cagar Alam,Bandung,0,4.0,Fotografi
315,Gumuk Pasir Parangkusumo,Taman Hiburan,Yogyakarta,0,4.5,Relaksasi
317,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,0,4.5,Relaksasi
417,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,20000,4.5,Hiking
172,Margasatwa Muara Angke,Cagar Alam,Jakarta,50000,4.2,Edukasi
271,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,20000,4.5,Relaksasi
446,Pantai Nglambor,Bahari,Yogyakarta,20000,4.4,Relaksasi
427,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,20000,4.5,Hiking
839,Pantai Cipta,Bahari,Semarang,5000,4.0,Aktivitas Air
330,Puncak Kebun Buah Mangunan,Taman Hiburan,Yogyakarta,50000,4.6,Kuliner
122,Taman Situ Lembang,Taman Hiburan,Jakarta,0,4.5,Relaksasi
441,Pantai Indrayanti,Bahari,Yogyakarta,20000,4.5,Aktivitas Air
57,Museum Taman Prasasti,Budaya,Jakarta,100000,4.5,Belanja
444,Pantai Nglambor,Bahari,Yogyakarta,100000,4.4,Aktivitas Air
843,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6,Spiritualitas
310,Pantai Goa Cemara,Bahari,Yogyakarta,50000,4.3,Kuliner
235,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,0,5.0,Relaksasi
442,Pantai Indrayanti,Bahari,Yogyakarta,100000,4.5,Kuliner
954,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,0,4.4,Relaksasi
776,Kawah Rengganis Cibuni,Cagar Alam,Bandung,5000,4.3,Relaksasi
484,Pantai Siung,Bahari,Yogyakarta,100000,4.6,Camping
597,The Great Asia Africa,Taman Hiburan,Bandung,60000,4.4,Edukasi
802,Rainbow Garden,Cagar Alam,Bandung,20000,4.6,Relaksasi
775,Situ Patenggang,Cagar Alam,Bandung,10000,4.5,Fotografi
884,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8,Relaksasi
8,Dunia Fantasi,Taman Hiburan,Jakarta,250000,4.6,Kuliner
242,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,30000,4.3,Adrenalin
442,Pantai Indrayanti,Bahari,Yogyakarta,100000,4.5,Kuliner
283,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,10000,4.5,Fotografi
272,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,0,4.5,Adrenalin
809,Candi Gedong Songo,Budaya,Semarang,50000,4.5,Fotografi
495,Pantai Drini,Bahari,Yogyakarta,15000,4.5,Relaksasi
431,Pantai Timang,Bahari,Yogyakarta,10000,4.7,Relaksasi
788,Saung Angklung Mang Udjo,Budaya,Bandung,75000,4.7,Edukasi
287,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,10000,4.6,Edukasi
701,Curug Cilengkrang,Cagar Alam,Bandung,7500,4.0,Relaksasi
877,Kampoeng Rawa,Cagar Alam,Semarang,15000,4.5,Fotografi
171,Margasatwa Muara Angke,Cagar Alam,Jakarta,20000,4.2,Relaksasi
535,Wisata Kaliurang,Cagar Alam,Yogyakarta,75000,4.4,Relaksasi
407,Hutan Pinus Asri,Cagar Alam,Yogyakarta,10000,4.5,Fotografi
452,Museum Gunung Merapi,Budaya,Yogyakarta,20000,4.4,Edukasi
608,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6,Relaksasi
871,Waduk Jatibarang,Cagar Alam,Semarang,0,4.3,Fotografi
677,Bukit Bintang,Cagar Alam,Bandung,25000,4.6,Relaksasi
932,Taman Prestasi,Taman Hiburan,Surabaya,0,4.6,Adrenalin
1016,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,10000,4.6,Fotografi
622,Kampung Korea Bandung,Budaya,Bandung,5000,4.1,Relaksasi
160,Tugu Proklamasi,Budaya,Jakarta,0,4.6,Fotografi
698,Gereja Tiberias Indonesia Bandung,Tempat Ibadah,Bandung,0,4.9,Edukasi
938,Taman Buah Surabaya,Taman Hiburan,Surabaya,0,4.1,Adrenalin
630,Kiara Artha Park,Taman Hiburan,Bandung,15000,4.4,Adrenalin
390,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5,Relaksasi
58,Museum Wayang,Budaya,Jakarta,20000,4.5,Edukasi
840,Pantai Cipta,Bahari,Semarang,15000,4.0,Relaksasi
429,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,30000,4.5,Camping
95,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,300000,4.7,Belanja
363,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,20000,4.1,Fotografi
26,Pelabuhan Marina,Bahari,Jakarta,20000,4.4,Relaksasi
539,Taman Sungai Mudal,Cagar Alam,Yogyakarta,10000,4.6,Relaksasi
782,Bukit Jamur,Cagar Alam,Bandung,0,4.2,Relaksasi
881,Benteng Pendem,Budaya,Semarang,10000,4.2,Relaksasi
540,Taman Sungai Mudal,Cagar Alam,Yogyakarta,15000,4.6,Adrenalin
550,Jalan Braga,Budaya,Bandung,500000,4.7,Seni
653,Museum Gedung Sate,Budaya,Bandung,5000,4.6,Edukasi
141,Taman Agrowisata Cilangkap,Taman Hiburan,Jakarta,75000,4.2,Edukasi
890,Kota Lama Semarang,Budaya,Semarang,0,4.7,Edukasi
166,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,5000,4.7,Relaksasi
724,Taman Badak,Taman Hiburan,Bandung,0,4.5,Adrenalin
786,Happyfarm Ciwidey,Cagar Alam,Bandung,15000,4.2,Relaksasi
958,Kebun Binatang Surabaya,Cagar Alam,Surabaya,15000,4.3,Relaksasi
494,Pantai Drini,Bahari,Yogyakarta,100000,4.5,Aktivitas Air
527,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,150000,4.3,Belanja
266,Embung Tambakboyo,Taman Hiburan,Yogyakarta,20000,4.4,Piknik
308,Pantai Goa Cemara,Bahari,Yogyakarta,0,4.3,Relaksasi
563,Kebun Binatang Bandung,Cagar Alam,Bandung,100000,4.0,Belanja
290,Lava Bantal,Budaya,Yogyakarta,20000,4.4,Edukasi
76,Sea World,Taman Hiburan,Jakarta,200000,4.5,Belanja
423,Green Village Gedangsari,Taman Hiburan,Yogyakarta,15000,4.2,Relaksasi
317,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,0,4.5,Relaksasi
741,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,25000,4.4,Fotografi
509,Pantai Ngrenehan,Bahari,Yogyakarta,100000,4.4,Kuliner
356,Ledok Sambi,Cagar Alam,Yogyakarta,0,4.6,Relaksasi
614,Lembang Park & Zoo,Cagar Alam,Bandung,75000,4.5,Edukasi
796,Bukit Gantole Cililin,Cagar Alam,Bandung,0,4.4,Relaksasi
140,Rumah Sipitung,Budaya,Jakarta,0,4.5,Relaksasi
757,Observatorium Bosscha,Cagar Alam,Bandung,40000,4.5,Edukasi
574,Museum Konferensi Asia Afrika,Budaya,Bandung,0,4.6,Edukasi
844,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6,Edukasi
57,Museum Taman Prasasti,Budaya,Jakarta,100000,4.5,Belanja
422,Green Village Gedangsari,Taman Hiburan,Yogyakarta,20000,4.2,Bertani
755,Pemandian Air Panas Ciater,Cagar Alam,Bandung,25000,4.3,Aktivitas Air
267,Hutan Pinus Pengger,Taman Hiburan,Yogyakarta,0,4.5,Relaksasi
837,Wisata Mangrove Tapak,Cagar Alam,Semarang,15000,4.3,Fotografi
93,Pasar Taman Puring,Pusat Perbelanjaan,Jakarta,300000,4.4,Belanja
369,Goa Rancang Kencono,Cagar Alam,Yogyakarta,20000,4.3,Adrenalin
227,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,50000,4.7,Kuliner
886,Museum Kereta Ambarawa,Budaya,Semarang,10000,4.5,Edukasi
837,Wisata Mangrove Tapak,Cagar Alam,Semarang,15000,4.3,Fotografi
217,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,10000,4.6,Edukasi
152,Taman Ayodya,Taman Hiburan,Jakarta,50000,4.4,Piknik
496,Pantai Drini,Bahari,Yogyakarta,50000,4.5,Kuliner
97,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,500000,4.7,Kuliner
1004,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,5000,4.2,Adrenalin
316,Gumuk Pasir Parangkusumo,Taman Hiburan,Yogyakarta,100000,4.5,Adrenalin
209,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,150000,4.6,Kuliner
970,Jembatan Merah,Budaya,Surabaya,0,4.5,Edukasi
722,Curug Anom,Cagar Alam,Bandung,0,4.6,Relaksasi
568,Tebing Karaton,Cagar Alam,Bandung,50000,4.5,Camping
303,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,20000,5.0,Relaksasi
162,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,50000,4.5,Relaksasi
126,Taman Ismail Marzuki,Budaya,Jakarta,200000,4.6,Kuliner
876,Kampoeng Rawa,Cagar Alam,Semarang,3000,4.5,Relaksasi
897,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,5000,4.2,Relaksasi
269,Monumen Serangan Umum 1 Maret,Taman Hiburan,Yogyakarta,0,4.6,Edukasi
414,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,20000,4.5,Edukasi
990,Pantai Ria Kenjeran,Bahari,Surabaya,15000,4.2,Aktivitas Air
485,Pantai Sadranan,Bahari,Yogyakarta,100000,4.6,Aktivitas Air
719,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,4.0,Adrenalin
1018,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8,Spiritualitas
443,Pantai Indrayanti,Bahari,Yogyakarta,20000,4.5,Relaksasi
803,Rainbow Garden,Cagar Alam,Bandung,20000,4.6,Fotografi
293,Candi Prambanan,Budaya,Yogyakarta,100000,4.7,Edukasi
440,Candi Ijo,Budaya,Yogyakarta,20000,4.6,Relaksasi
130,Museum Joang 45,Budaya,Jakarta,10000,4.0,Fotografi
547,GunungTangkuban perahu,Cagar Alam,Bandung,30000,4.5,Relaksasi
930,Air Mancur Menari,Taman Hiburan,Surabaya,45000,4.4,Aktivitas Air
895,La Kana Chapel,Taman Hiburan,Semarang,10000,4.5,Relaksasi
217,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,10000,4.6,Edukasi
728,Museum Nike Ardilla,Budaya,Bandung,0,4.6,Edukasi
440,Candi Ijo,Budaya,Yogyakarta,20000,4.6,Relaksasi
185,Waterboom PIK (Pantai Indah Kapuk),Taman Hiburan,Jakarta,150000,4.4,Aktivitas Air
150,Taman Lapangan Banteng,Taman Hiburan,Jakarta,50000,4.7,Piknik
507,Pantai Jogan,Bahari,Yogyakarta,50000,4.4,Kuliner
15,Atlantis Water Adventure,Taman Hiburan,Jakarta,300000,4.5,Belanja
550,Jalan Braga,Budaya,Bandung,500000,4.7,Seni
481,Pantai Glagah,Bahari,Yogyakarta,50000,4.4,Kuliner
594,Stone Garden Citatah,Taman Hiburan,Bandung,30000,4.4,Adrenalin
312,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,0,4.3,Relaksasi
271,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,20000,4.5,Relaksasi
535,Wisata Kaliurang,Cagar Alam,Yogyakarta,75000,4.4,Relaksasi
76,Sea World,Taman Hiburan,Jakarta,200000,4.5,Belanja
635,Upside Down World Bandung,Taman Hiburan,Bandung,30000,4.0,Fotografi
635,Upside Down World Bandung,Taman Hiburan,Bandung,30000,4.0,Fotografi
620,Curug Dago,Cagar Alam,Bandung,0,4.0,Fotografi
269,Monumen Serangan Umum 1 Maret,Taman Hiburan,Yogyakarta,0,4.6,Edukasi
280,Monumen Sanapati,Budaya,Yogyakarta,10000,4.3,Fotografi
1004,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,5000,4.2,Adrenalin
806,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,50000,4.5,Adrenalin
722,Curug Anom,Cagar Alam,Bandung,0,4.6,Relaksasi
